number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,0.0,2026-01-13 10:39:55.365143,2026-01-13 10:39:55.452196,0 days 00:00:00.087053,0.8170191539099392,23,0.9104326740048546,COMPLETE
1,0.0,2026-01-13 10:39:55.452706,2026-01-13 10:39:55.513862,0 days 00:00:00.061156,0.5936164547140905,26,0.8816671841300874,COMPLETE
2,0.0,2026-01-13 10:39:55.514414,2026-01-13 10:39:55.538448,0 days 00:00:00.024034,0.39752265100810574,12,0.48518237580132884,COMPLETE
3,0.0,2026-01-13 10:39:55.538961,2026-01-13 10:39:55.614551,0 days 00:00:00.075590,0.6069986198688868,22,0.46157079097806897,COMPLETE
4,0.0,2026-01-13 10:39:55.615322,2026-01-13 10:39:55.664077,0 days 00:00:00.048755,0.701263448089358,14,0.7277908004865836,COMPLETE
