number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,0.0,2026-01-13 10:40:18.672800,2026-01-13 10:40:19.103748,0 days 00:00:00.430948,0.5771210691327078,23,0.45096554327866395,COMPLETE
1,0.0073960403341816194,2026-01-13 10:40:19.105745,2026-01-13 10:40:19.207636,0 days 00:00:00.101891,0.5442491277441611,10,0.6583767327933718,COMPLETE
2,0.0,2026-01-13 10:40:19.208949,2026-01-13 10:40:19.772973,0 days 00:00:00.564024,0.5831690351564919,40,0.6650543535307613,COMPLETE
3,0.009864672061007718,2026-01-13 10:40:19.774749,2026-01-13 10:40:19.896815,0 days 00:00:00.122066,0.4900014404188766,24,0.8014107334666013,COMPLETE
4,1.9539925233402755e-13,2026-01-13 10:40:19.898649,2026-01-13 10:40:20.305705,0 days 00:00:00.407056,0.8333485226661985,22,0.4475078190047922,COMPLETE
