number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,4.440892098500626e-16,2026-01-13 10:40:01.645132,2026-01-13 10:40:01.698810,0 days 00:00:00.053678,78,34,COMPLETE
1,1.4654943925052066e-14,2026-01-13 10:40:01.699474,2026-01-13 10:40:01.730877,0 days 00:00:00.031403,44,38,COMPLETE
2,4.440892098500626e-16,2026-01-13 10:40:01.731458,2026-01-13 10:40:01.770887,0 days 00:00:00.039429,81,26,COMPLETE
3,1.0429035413039855e-10,2026-01-13 10:40:01.771298,2026-01-13 10:40:01.795224,0 days 00:00:00.023926,61,20,COMPLETE
4,4.440892098500626e-16,2026-01-13 10:40:01.795733,2026-01-13 10:40:01.865755,0 days 00:00:00.070022,166,21,COMPLETE
