number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,0.00986467206100683,2026-01-13 10:40:08.977018,2026-01-13 10:40:09.039237,0 days 00:00:00.062219,0.585267304843553,21,0.5099417854482898,COMPLETE
1,0.0073960404822285275,2026-01-13 10:40:09.039806,2026-01-13 10:40:09.139933,0 days 00:00:00.100127,0.700257965206955,37,0.7635865846208364,COMPLETE
2,0.0,2026-01-13 10:40:09.140501,2026-01-13 10:40:09.190965,0 days 00:00:00.050464,0.3440073238798256,24,0.7548090199313642,COMPLETE
3,0.007396040363415568,2026-01-13 10:40:09.191802,2026-01-13 10:40:09.239090,0 days 00:00:00.047288,0.3048252884837189,35,0.4110181287767702,COMPLETE
4,0.0073960403636020855,2026-01-13 10:40:09.239674,2026-01-13 10:40:09.325672,0 days 00:00:00.085998,0.847944679663198,28,0.7904232010410166,COMPLETE
5,0.007396040335095666,2026-01-13 10:40:09.326519,2026-01-13 10:40:09.410026,0 days 00:00:00.083507,0.637246160968719,29,0.4486532454167606,COMPLETE
6,3.552713678800501e-15,2026-01-13 10:40:09.410610,2026-01-13 10:40:09.489535,0 days 00:00:00.078925,0.7482888837365894,14,0.6844946095451283,COMPLETE
