number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,6.629212887835742e-07,2026-01-13 10:39:42.392650,2026-01-13 10:39:42.505932,0 days 00:00:00.113282,0.21153722048925222,13,323,5,True,True,COMPLETE
1,0.00040527178680215247,2026-01-13 10:39:42.506819,2026-01-13 10:39:42.536493,0 days 00:00:00.029674,0.18158335845146362,9,231,3,False,False,COMPLETE
2,3.367787813631608e-08,2026-01-13 10:39:42.537108,2026-01-13 10:39:42.587627,0 days 00:00:00.050519,0.08483601103466931,19,298,2,True,False,COMPLETE
3,8.096567028481049e-06,2026-01-13 10:39:42.588404,2026-01-13 10:39:42.682307,0 days 00:00:00.093903,0.13660885900609088,14,322,5,True,False,COMPLETE
4,4.092598872196479e-05,2026-01-13 10:39:42.682886,2026-01-13 10:39:42.718475,0 days 00:00:00.035589,0.2212371867268344,17,221,3,False,True,COMPLETE
