number,value,datetime_start,datetime_complete,duration,params_c1,params_c2,params_n_particles,params_w,state
0,3.6835127510403964e-05,2026-01-13 10:40:01.401283,2026-01-13 10:40:01.446314,0 days 00:00:00.045031,0.6862911262765095,1.784354036503761,54,0.7737375148845251,COMPLETE
1,4.440892098500626e-16,2026-01-13 10:40:01.446840,2026-01-13 10:40:01.473805,0 days 00:00:00.026965,0.5065880619899019,1.1233646111439024,28,0.2296391752110756,COMPLETE
2,4.440892098500626e-16,2026-01-13 10:40:01.474624,2026-01-13 10:40:01.534678,0 days 00:00:00.060054,1.3324634089747849,1.2886331468699292,51,0.2899767728140471,COMPLETE
3,4.440892098500626e-16,2026-01-13 10:40:01.535558,2026-01-13 10:40:01.558027,0 days 00:00:00.022469,0.6963135982249893,1.5401118164955157,22,0.3557686485312335,COMPLETE
4,0.00016335082615670515,2026-01-13 10:40:01.558489,2026-01-13 10:40:01.583456,0 days 00:00:00.024967,1.5574460420367577,0.9606031121106108,25,0.834087515782985,COMPLETE
5,1.66604441353968e-08,2026-01-13 10:40:01.584470,2026-01-13 10:40:01.639254,0 days 00:00:00.054784,0.8365353391539357,0.655506935636063,59,0.7425918488861354,COMPLETE
