number,value,datetime_start,datetime_complete,duration,params_c1,params_c2,params_n_particles,params_w,state
0,1.0255191767873153e-29,2026-01-13 10:39:44.068370,2026-01-13 10:39:44.085048,0 days 00:00:00.016678,1.8440788334115374,0.7301334156377399,37,0.4620885705135127,COMPLETE
1,1.3909961421911557e-08,2026-01-13 10:39:44.085752,2026-01-13 10:39:44.096996,0 days 00:00:00.011244,0.9296672323263946,1.1298815052064655,17,0.8765924724460366,COMPLETE
2,0.0,2026-01-13 10:39:44.097480,2026-01-13 10:39:44.112300,0 days 00:00:00.014820,0.9603596454368798,1.838675320591444,25,0.3750926411717525,COMPLETE
3,6.010625440365751e-13,2026-01-13 10:39:44.112859,2026-01-13 10:39:44.130983,0 days 00:00:00.018124,1.506099198100141,1.8848447084002782,36,0.7119557322478762,COMPLETE
4,0.010752031757146356,2026-01-13 10:39:44.131665,2026-01-13 10:39:44.155540,0 days 00:00:00.023875,0.5100444284601464,1.0626876514560046,51,0.3696541567721515,COMPLETE
