number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,2.5455861759837717e-05,2026-01-13 10:40:29.578859,2026-01-13 10:40:29.648910,0 days 00:00:00.070051,0.6942405550499089,14,0.8917312582506586,COMPLETE
1,2.545559118516394e-05,2026-01-13 10:40:29.650506,2026-01-13 10:40:29.784288,0 days 00:00:00.133782,0.5747578480939843,30,0.6927841470775327,COMPLETE
2,2.5455946797592333e-05,2026-01-13 10:40:29.785707,2026-01-13 10:40:29.955050,0 days 00:00:00.169343,0.6935312402556904,33,0.7675735582360806,COMPLETE
3,118.43836007006894,2026-01-13 10:40:29.956336,2026-01-13 10:40:29.971881,0 days 00:00:00.015545,0.3332660894352861,11,0.7577130784914894,COMPLETE
4,2.5455200102442177e-05,2026-01-13 10:40:29.973158,2026-01-13 10:40:30.145419,0 days 00:00:00.172261,0.5687862279160503,37,0.48946293135097096,COMPLETE
