number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,2.3596235800495535e-21,2026-01-13 10:39:47.773157,2026-01-13 10:39:47.889232,0 days 00:00:00.116075,0.6780004111399645,32,0.500547047331287,COMPLETE
1,4.930380657631324e-32,2026-01-13 10:39:47.889770,2026-01-13 10:39:48.015657,0 days 00:00:00.125887,0.35545094734571997,34,0.46487838321859654,COMPLETE
2,4.367133971303521e-27,2026-01-13 10:39:48.016276,2026-01-13 10:39:48.113042,0 days 00:00:00.096766,0.7740614545003666,25,0.7607489434059731,COMPLETE
3,4.930380657631324e-32,2026-01-13 10:39:48.113628,2026-01-13 10:39:48.226278,0 days 00:00:00.112650,0.4179324937970139,30,0.4819535902431706,COMPLETE
4,4.930380657631324e-32,2026-01-13 10:39:48.226873,2026-01-13 10:39:48.271605,0 days 00:00:00.044732,0.5832299440539097,11,0.6975856316830102,COMPLETE
