number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,0.0004018694357326376,2026-01-13 10:39:47.311471,2026-01-13 10:39:47.433762,0 days 00:00:00.122291,0.13418841377795993,19,347,6,True,False,COMPLETE
1,0.0002007363659939292,2026-01-13 10:39:47.434343,2026-01-13 10:39:47.556828,0 days 00:00:00.122485,0.11027720261145786,16,342,6,False,False,COMPLETE
2,0.0003835985777139113,2026-01-13 10:39:47.557402,2026-01-13 10:39:47.595166,0 days 00:00:00.037764,0.16215054170625146,12,390,3,True,False,COMPLETE
3,0.0005008185043101189,2026-01-13 10:39:47.595890,2026-01-13 10:39:47.691883,0 days 00:00:00.095993,0.23813799260678709,24,279,4,False,True,COMPLETE
4,0.004443301647148664,2026-01-13 10:39:47.692477,2026-01-13 10:39:47.729370,0 days 00:00:00.036893,0.2478592576491337,14,360,4,False,True,COMPLETE
5,0.006004674845448432,2026-01-13 10:39:47.730126,2026-01-13 10:39:47.766062,0 days 00:00:00.035936,0.2085324257304011,9,223,4,False,False,COMPLETE
