number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,0.5669348886385919,2026-01-13 10:39:58.079622,2026-01-13 10:39:58.114994,0 days 00:00:00.035372,0.07567924559193534,17,232,2,False,True,COMPLETE
1,9.28874858772133e-05,2026-01-13 10:39:58.115584,2026-01-13 10:39:58.257997,0 days 00:00:00.142413,0.17791662289803012,16,362,4,False,True,COMPLETE
2,0.7667751089065504,2026-01-13 10:39:58.258624,2026-01-13 10:39:58.292036,0 days 00:00:00.033412,0.23047484340914937,10,317,3,True,False,COMPLETE
3,2.208369071361396,2026-01-13 10:39:58.292715,2026-01-13 10:39:58.314143,0 days 00:00:00.021428,0.14212454858189721,11,382,2,True,True,COMPLETE
4,0.003191520569544082,2026-01-13 10:39:58.314863,2026-01-13 10:39:58.362235,0 days 00:00:00.047372,0.19515622238328,12,201,3,False,False,COMPLETE
5,1.0001596623169,2026-01-13 10:39:58.362845,2026-01-13 10:39:58.398506,0 days 00:00:00.035661,0.1711942608768339,13,288,4,True,True,COMPLETE
