number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,0.0008317311693055847,2026-01-13 10:39:51.722193,2026-01-13 10:39:51.778459,0 days 00:00:00.056266,0.15631146457130335,10,358,3,True,False,COMPLETE
1,0.00034753948698375384,2026-01-13 10:39:51.779067,2026-01-13 10:39:51.860695,0 days 00:00:00.081628,0.09373475252045266,20,284,3,False,False,COMPLETE
2,0.0014573185512207817,2026-01-13 10:39:51.861294,2026-01-13 10:39:51.888007,0 days 00:00:00.026713,0.11924461463137491,11,331,2,True,True,COMPLETE
3,4.2240412303571996e-05,2026-01-13 10:39:51.888582,2026-01-13 10:39:51.981588,0 days 00:00:00.093006,0.22389311004913404,20,370,4,True,True,COMPLETE
4,0.00021322241383061498,2026-01-13 10:39:51.982268,2026-01-13 10:39:52.057644,0 days 00:00:00.075376,0.05145177320600587,23,349,3,True,True,COMPLETE
5,0.002014058531230778,2026-01-13 10:39:52.058213,2026-01-13 10:39:52.082138,0 days 00:00:00.023925,0.22332307933560114,8,282,2,True,False,COMPLETE
6,0.0011903291674238811,2026-01-13 10:39:52.082718,2026-01-13 10:39:52.119198,0 days 00:00:00.036480,0.21228508545452074,14,309,3,False,True,COMPLETE
7,0.0005916837122685735,2026-01-13 10:39:52.119870,2026-01-13 10:39:52.181601,0 days 00:00:00.061731,0.165629453368955,13,280,4,False,False,COMPLETE
