number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,-138.17638448123103,2026-01-13 10:40:42.975643,2026-01-13 10:40:43.056655,0 days 00:00:00.081012,0.8782705571064571,18,0.6202787261292495,COMPLETE
1,-138.17638448110154,2026-01-13 10:40:43.057966,2026-01-13 10:40:43.082872,0 days 00:00:00.024906,0.47317699656376977,9,0.5347792697483956,COMPLETE
2,-138.17638448138985,2026-01-13 10:40:43.084258,2026-01-13 10:40:43.163233,0 days 00:00:00.078975,0.493562436269416,38,0.8069875492232562,COMPLETE
3,-138.1763844812399,2026-01-13 10:40:43.164905,2026-01-13 10:40:43.262216,0 days 00:00:00.097311,0.45845441618057714,37,0.736002108741316,COMPLETE
4,-177.65302880761772,2026-01-13 10:40:43.263534,2026-01-13 10:40:43.341424,0 days 00:00:00.077890,0.7900482783201979,16,0.7567412949903065,COMPLETE
5,-177.65302880712557,2026-01-13 10:40:43.342967,2026-01-13 10:40:43.456522,0 days 00:00:00.113555,0.5826682781466522,24,0.7003229126473283,COMPLETE
6,-177.65302880565264,2026-01-13 10:40:43.457771,2026-01-13 10:40:43.543978,0 days 00:00:00.086207,0.39378165631072803,33,0.6024467205129677,COMPLETE
7,-177.65302880739887,2026-01-13 10:40:43.544963,2026-01-13 10:40:43.635982,0 days 00:00:00.091019,0.5559819778866864,22,0.4371131137628899,COMPLETE
8,-177.65302880653667,2026-01-13 10:40:43.637278,2026-01-13 10:40:43.831698,0 days 00:00:00.194420,0.7465400651952494,33,0.4569133142829516,COMPLETE
