number,value,datetime_start,datetime_complete,duration,params_c1,params_c2,params_n_particles,params_w,state
0,3.9968028886505635e-15,2026-01-13 10:40:05.183625,2026-01-13 10:40:05.235503,0 days 00:00:00.051878,1.1274287526426003,1.6287775117320291,54,0.43408320897957076,COMPLETE
1,0.00017588755302044845,2026-01-13 10:40:05.236120,2026-01-13 10:40:05.284760,0 days 00:00:00.048640,0.8570769681382565,1.1758912976277762,50,0.8562799121204285,COMPLETE
2,4.440892098500626e-16,2026-01-13 10:40:05.285470,2026-01-13 10:40:05.339984,0 days 00:00:00.054514,1.8143760175272803,1.9944366557135433,57,0.3381773963183477,COMPLETE
3,4.440892098500626e-16,2026-01-13 10:40:05.340560,2026-01-13 10:40:05.360828,0 days 00:00:00.020268,1.7779783866574448,1.106304680778265,16,0.3664430265699968,COMPLETE
4,2.164046719599355e-12,2026-01-13 10:40:05.361583,2026-01-13 10:40:05.400377,0 days 00:00:00.038794,1.9269880827782544,1.2757018372059492,33,0.51002439202341,COMPLETE
