number,value,datetime_start,datetime_complete,duration,params_c1,params_c2,params_n_particles,params_w,state
0,0.0,2026-01-13 10:40:20.319385,2026-01-13 10:40:20.431405,0 days 00:00:00.112020,0.7724701217475627,1.4264178211634575,47,0.577645198180753,COMPLETE
1,0.0,2026-01-13 10:40:20.432728,2026-01-13 10:40:20.579911,0 days 00:00:00.147183,1.1923765984488552,1.193891942256662,54,0.4152652301741158,COMPLETE
2,0.0,2026-01-13 10:40:20.581521,2026-01-13 10:40:20.725410,0 days 00:00:00.143889,0.7260872867610306,1.6689176876305156,60,0.3092047572936916,COMPLETE
3,0.0,2026-01-13 10:40:20.726977,2026-01-13 10:40:20.901391,0 days 00:00:00.174414,1.9919489952155125,1.89037679924759,54,0.2613980470909815,COMPLETE
4,0.0,2026-01-13 10:40:20.902678,2026-01-13 10:40:20.987586,0 days 00:00:00.084908,0.5950142455487298,1.300042943893419,33,0.7100814813699639,COMPLETE
