number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,5.427495692552785e-44,2026-01-13 10:39:45.515871,2026-01-13 10:39:45.548776,0 days 00:00:00.032905,94,23,COMPLETE
1,3.710914285787928e-20,2026-01-13 10:39:45.549406,2026-01-13 10:39:45.562589,0 days 00:00:00.013183,95,9,COMPLETE
2,4.232219618162834e-57,2026-01-13 10:39:45.563146,2026-01-13 10:39:45.609226,0 days 00:00:00.046080,196,15,COMPLETE
3,7.577145728231299e-50,2026-01-13 10:39:45.610007,2026-01-13 10:39:45.663429,0 days 00:00:00.053422,88,40,COMPLETE
4,8.479610542460223e-15,2026-01-13 10:39:45.664495,2026-01-13 10:39:45.677166,0 days 00:00:00.012671,45,17,COMPLETE
