number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,118.45448353695929,2026-01-13 10:40:39.109590,2026-01-13 10:40:39.214246,0 days 00:00:00.104656,63,35,COMPLETE
1,120.31152423633011,2026-01-13 10:40:39.215678,2026-01-13 10:40:39.245855,0 days 00:00:00.030177,86,7,COMPLETE
2,-19.673522484639307,2026-01-13 10:40:39.247189,2026-01-13 10:40:39.375026,0 days 00:00:00.127837,68,38,COMPLETE
3,120.31152017726981,2026-01-13 10:40:39.376417,2026-01-13 10:40:39.618363,0 days 00:00:00.241946,134,40,COMPLETE
4,120.31152051445406,2026-01-13 10:40:39.619604,2026-01-13 10:40:39.821300,0 days 00:00:00.201696,121,35,COMPLETE
5,78.97021504049007,2026-01-13 10:40:39.823132,2026-01-13 10:40:39.999975,0 days 00:00:00.176843,199,19,COMPLETE
6,217.14104005460638,2026-01-13 10:40:40.001937,2026-01-13 10:40:40.052755,0 days 00:00:00.050818,86,12,COMPLETE
