number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,3.23020643757561e-09,2026-01-13 10:39:43.495044,2026-01-13 10:39:43.554571,0 days 00:00:00.059527,0.07438678293867279,10,216,4,False,False,COMPLETE
1,6.670913790098599e-07,2026-01-13 10:39:43.555270,2026-01-13 10:39:43.616531,0 days 00:00:00.061261,0.21970050339634206,24,260,3,True,False,COMPLETE
2,3.3223885646182934e-05,2026-01-13 10:39:43.617083,2026-01-13 10:39:43.650415,0 days 00:00:00.033332,0.23723415942658022,16,378,2,True,False,COMPLETE
3,2.249234837766349e-07,2026-01-13 10:39:43.651336,2026-01-13 10:39:43.757380,0 days 00:00:00.106044,0.20404679944263798,21,296,6,True,False,COMPLETE
4,5.7439348680543934e-05,2026-01-13 10:39:43.758006,2026-01-13 10:39:43.787942,0 days 00:00:00.029936,0.23251840717465067,12,339,2,False,False,COMPLETE
