number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,1.44564934392128e-06,2026-01-13 10:39:53.172753,2026-01-13 10:39:53.186333,0 days 00:00:00.013580,123,13,COMPLETE
1,1.840993390154228e-06,2026-01-13 10:39:53.186775,2026-01-13 10:39:53.242307,0 days 00:00:00.055532,182,40,COMPLETE
2,5.8225776663296195e-05,2026-01-13 10:39:53.242920,2026-01-13 10:39:53.259407,0 days 00:00:00.016487,77,28,COMPLETE
3,9.652411658410846e-05,2026-01-13 10:39:53.259855,2026-01-13 10:39:53.300976,0 days 00:00:00.041121,147,35,COMPLETE
4,1.971634574626723e-07,2026-01-13 10:39:53.301652,2026-01-13 10:39:53.332749,0 days 00:00:00.031097,193,20,COMPLETE
5,3.7476347447478926e-06,2026-01-13 10:39:53.333657,2026-01-13 10:39:53.370231,0 days 00:00:00.036574,126,38,COMPLETE
6,1.5127988640871367e-05,2026-01-13 10:39:53.370916,2026-01-13 10:39:53.417626,0 days 00:00:00.046710,192,26,COMPLETE
7,8.008914974227272e-05,2026-01-13 10:39:53.418436,2026-01-13 10:39:53.442279,0 days 00:00:00.023843,158,17,COMPLETE
8,2.757536944293748e-05,2026-01-13 10:39:53.443247,2026-01-13 10:39:53.473696,0 days 00:00:00.030449,186,17,COMPLETE
