number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,0.04803095125183443,2026-01-13 10:40:16.705807,2026-01-13 10:40:17.263977,0 days 00:00:00.558170,0.24272882354527736,18,307,6,False,True,COMPLETE
1,0.257657535328474,2026-01-13 10:40:17.265306,2026-01-13 10:40:17.380332,0 days 00:00:00.115026,0.13958569000863166,10,255,5,True,False,COMPLETE
2,0.1430769679413847,2026-01-13 10:40:17.382352,2026-01-13 10:40:17.486246,0 days 00:00:00.103894,0.06033559734924088,10,278,3,False,False,COMPLETE
3,0.00560359143955913,2026-01-13 10:40:17.487702,2026-01-13 10:40:17.750585,0 days 00:00:00.262883,0.06266603016103563,23,249,3,False,False,COMPLETE
4,0.0723956535189052,2026-01-13 10:40:17.751950,2026-01-13 10:40:17.889284,0 days 00:00:00.137334,0.15300680142538275,22,323,2,False,False,COMPLETE
5,0.11166038723547955,2026-01-13 10:40:17.890602,2026-01-13 10:40:18.176659,0 days 00:00:00.286057,0.243915127350328,15,357,4,False,True,COMPLETE
6,0.2173780893272398,2026-01-13 10:40:18.178079,2026-01-13 10:40:18.318084,0 days 00:00:00.140005,0.11404246176453639,15,356,2,False,False,COMPLETE
7,0.03802003676376031,2026-01-13 10:40:18.319420,2026-01-13 10:40:18.659782,0 days 00:00:00.340362,0.10775355332238493,12,357,6,True,True,COMPLETE
