number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,0.025010438405427715,2026-01-13 10:40:22.432535,2026-01-13 10:40:22.492754,0 days 00:00:00.060219,117,11,COMPLETE
1,0.00809784186698237,2026-01-13 10:40:22.494042,2026-01-13 10:40:22.630491,0 days 00:00:00.136449,179,18,COMPLETE
2,0.127830881880601,2026-01-13 10:40:22.632489,2026-01-13 10:40:22.698574,0 days 00:00:00.066085,184,7,COMPLETE
3,0.06123446243934727,2026-01-13 10:40:22.699906,2026-01-13 10:40:22.769901,0 days 00:00:00.069995,45,35,COMPLETE
4,0.06714414076635711,2026-01-13 10:40:22.771177,2026-01-13 10:40:22.829889,0 days 00:00:00.058712,40,35,COMPLETE
5,0.045692332995234564,2026-01-13 10:40:22.831197,2026-01-13 10:40:22.910307,0 days 00:00:00.079110,82,22,COMPLETE
