number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,0.0,2026-01-13 10:39:45.010319,2026-01-13 10:39:45.062496,0 days 00:00:00.052177,0.3971254956073565,21,0.5429260407351513,COMPLETE
1,0.0,2026-01-13 10:39:45.063102,2026-01-13 10:39:45.232567,0 days 00:00:00.169465,0.6392081327595862,40,0.4661561411090759,COMPLETE
2,0.0,2026-01-13 10:39:45.233141,2026-01-13 10:39:45.285036,0 days 00:00:00.051895,0.4809862219245537,19,0.8274613416998458,COMPLETE
3,2.2587306387773507e-28,2026-01-13 10:39:45.285616,2026-01-13 10:39:45.371154,0 days 00:00:00.085538,0.8591410847750245,20,0.8251352600398696,COMPLETE
4,1.2698811681311682e-27,2026-01-13 10:39:45.371728,2026-01-13 10:39:45.430245,0 days 00:00:00.058517,0.8072018178428761,13,0.5464068519806194,COMPLETE
