number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,0.0009429197268072714,2026-01-13 10:39:50.446919,2026-01-13 10:39:50.515639,0 days 00:00:00.068720,0.07884553086479723,18,380,5,True,False,COMPLETE
1,0.0005930597317042263,2026-01-13 10:39:50.516754,2026-01-13 10:39:50.582393,0 days 00:00:00.065639,0.17697682575521795,17,258,2,False,True,COMPLETE
2,0.005303023482729798,2026-01-13 10:39:50.583446,2026-01-13 10:39:50.613336,0 days 00:00:00.029890,0.22725647355287548,9,269,5,True,True,COMPLETE
3,0.005670622695132865,2026-01-13 10:39:50.613963,2026-01-13 10:39:50.657478,0 days 00:00:00.043515,0.06292685383015112,24,268,3,True,False,COMPLETE
4,0.002457305911064776,2026-01-13 10:39:50.658061,2026-01-13 10:39:50.699411,0 days 00:00:00.041350,0.08585720183376838,8,306,5,True,True,COMPLETE
5,0.0006440296873672069,2026-01-13 10:39:50.699971,2026-01-13 10:39:50.778978,0 days 00:00:00.079007,0.07855285452910457,18,400,5,True,True,COMPLETE
