number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,0.0001320919227052464,2026-01-13 10:40:05.801434,2026-01-13 10:40:05.815171,0 days 00:00:00.013737,101,9,COMPLETE
1,0.0002471904755911858,2026-01-13 10:40:05.815954,2026-01-13 10:40:05.841366,0 days 00:00:00.025412,76,20,COMPLETE
2,1.3316346114677913e-07,2026-01-13 10:40:05.842097,2026-01-13 10:40:05.932889,0 days 00:00:00.090792,132,36,COMPLETE
3,0.0007033330399583981,2026-01-13 10:40:05.933487,2026-01-13 10:40:05.948551,0 days 00:00:00.015064,112,7,COMPLETE
4,6.724127777646416e-05,2026-01-13 10:40:05.949402,2026-01-13 10:40:05.974828,0 days 00:00:00.025426,167,8,COMPLETE
5,3.553600266048562e-06,2026-01-13 10:40:05.975613,2026-01-13 10:40:06.000319,0 days 00:00:00.024706,49,28,COMPLETE
6,4.309280211334254e-06,2026-01-13 10:40:06.000978,2026-01-13 10:40:06.045316,0 days 00:00:00.044338,143,19,COMPLETE
