number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,0.0036338992670040815,2026-01-13 10:40:26.252195,2026-01-13 10:40:26.677011,0 days 00:00:00.424816,163,39,COMPLETE
1,0.01963653593332082,2026-01-13 10:40:26.678035,2026-01-13 10:40:26.779293,0 days 00:00:00.101258,52,36,COMPLETE
2,0.04117592443870588,2026-01-13 10:40:26.780608,2026-01-13 10:40:26.865750,0 days 00:00:00.085142,66,23,COMPLETE
3,0.05563655125823719,2026-01-13 10:40:26.867203,2026-01-13 10:40:26.964442,0 days 00:00:00.097239,131,12,COMPLETE
4,0.03675176811582337,2026-01-13 10:40:26.966487,2026-01-13 10:40:27.020304,0 days 00:00:00.053817,84,11,COMPLETE
