number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,0.00035274276623928493,2026-01-13 10:39:48.806743,2026-01-13 10:39:48.874368,0 days 00:00:00.067625,0.15545413683668374,10,210,3,False,True,COMPLETE
1,0.0010394895131850663,2026-01-13 10:39:48.874992,2026-01-13 10:39:48.956263,0 days 00:00:00.081271,0.1400469259445321,14,377,5,False,False,COMPLETE
2,0.0013345682607255882,2026-01-13 10:39:48.956903,2026-01-13 10:39:48.981243,0 days 00:00:00.024340,0.243210112469251,13,278,2,True,False,COMPLETE
3,0.0005546063190969202,2026-01-13 10:39:48.981869,2026-01-13 10:39:49.064085,0 days 00:00:00.082216,0.12341727123159162,22,396,2,False,False,COMPLETE
4,2.5121520271593333e-05,2026-01-13 10:39:49.064791,2026-01-13 10:39:49.184790,0 days 00:00:00.119999,0.14732561292387192,20,245,4,True,True,COMPLETE
5,0.0036510581457513654,2026-01-13 10:39:49.185420,2026-01-13 10:39:49.211229,0 days 00:00:00.025809,0.11727545589583999,17,311,2,False,False,COMPLETE
6,0.0073524159084654645,2026-01-13 10:39:49.211800,2026-01-13 10:39:49.236700,0 days 00:00:00.024900,0.0884312425204513,12,320,2,True,False,COMPLETE
7,0.00010031945557668673,2026-01-13 10:39:49.237655,2026-01-13 10:39:49.388348,0 days 00:00:00.150693,0.1786218761222536,12,250,6,False,False,COMPLETE
8,0.0003991307277357485,2026-01-13 10:39:49.388947,2026-01-13 10:39:49.483687,0 days 00:00:00.094740,0.22553712892786454,20,335,6,True,False,COMPLETE
