number,value,datetime_start,datetime_complete,duration,params_c1,params_c2,params_n_particles,params_w,state
0,513.2464086042232,2026-01-13 10:40:33.657148,2026-01-13 10:40:33.700679,0 days 00:00:00.043531,1.8817347843754992,1.948484730184933,23,0.3120091663164709,COMPLETE
1,-702634932386.2645,2026-01-13 10:40:33.701977,2026-01-13 10:40:33.772879,0 days 00:00:00.070902,1.9365548302276379,1.8503338511741059,47,0.810864994634938,COMPLETE
2,513.2464086042769,2026-01-13 10:40:33.774216,2026-01-13 10:40:33.825722,0 days 00:00:00.051506,1.6316641848905318,0.9308816788990433,32,0.7648876964968911,COMPLETE
3,513.2464086042232,2026-01-13 10:40:33.827391,2026-01-13 10:40:33.901846,0 days 00:00:00.074455,1.9319796168389898,1.861567037100717,42,0.4845127328587159,COMPLETE
4,526.6997462067018,2026-01-13 10:40:33.902910,2026-01-13 10:40:34.039940,0 days 00:00:00.137030,1.7750032326533876,0.551626319519761,54,0.702976681384567,COMPLETE
5,513.2464086042269,2026-01-13 10:40:34.043619,2026-01-13 10:40:34.099633,0 days 00:00:00.056014,1.6546937627666765,1.5288159982329041,29,0.6748683150631009,COMPLETE
