number,value,datetime_start,datetime_complete,duration,params_mutation,params_popsize,params_recombination,state
0,4.440892098500626e-16,2026-01-13 10:40:04.637198,2026-01-13 10:40:04.761047,0 days 00:00:00.123849,0.3937702271978782,40,0.6074482945450106,COMPLETE
1,4.440892098500626e-16,2026-01-13 10:40:04.762200,2026-01-13 10:40:04.916717,0 days 00:00:00.154517,0.6819999352702641,25,0.4470182358562511,COMPLETE
2,4.440892098500626e-16,2026-01-13 10:40:04.917295,2026-01-13 10:40:04.998642,0 days 00:00:00.081347,0.4810802926717496,26,0.8782569509030349,COMPLETE
3,4.440892098500626e-16,2026-01-13 10:40:04.999214,2026-01-13 10:40:05.096429,0 days 00:00:00.097215,0.732859826614825,16,0.4157979761881189,COMPLETE
4,4.440892098500626e-16,2026-01-13 10:40:05.097081,2026-01-13 10:40:05.177668,0 days 00:00:00.080587,0.5647282549399494,19,0.8009693842007792,COMPLETE
