number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,236.90752216215367,2026-01-13 10:40:30.607893,2026-01-13 10:40:30.690261,0 days 00:00:00.082368,145,5,COMPLETE
1,0.012091160475847573,2026-01-13 10:40:30.691875,2026-01-13 10:40:30.742495,0 days 00:00:00.050620,137,7,COMPLETE
2,0.017619257160959023,2026-01-13 10:40:30.744085,2026-01-13 10:40:30.892943,0 days 00:00:00.148858,166,20,COMPLETE
3,236.91864299223494,2026-01-13 10:40:30.894593,2026-01-13 10:40:30.952414,0 days 00:00:00.057821,68,18,COMPLETE
4,118.49104869801681,2026-01-13 10:40:30.953761,2026-01-13 10:40:31.001699,0 days 00:00:00.047938,64,16,COMPLETE
5,118.44187396300231,2026-01-13 10:40:31.003232,2026-01-13 10:40:31.040840,0 days 00:00:00.037608,155,5,COMPLETE
