number,value,datetime_start,datetime_complete,duration,params_c1,params_c2,params_n_particles,params_w,state
0,2.097910311873439e-07,2026-01-13 10:39:49.933810,2026-01-13 10:39:49.946927,0 days 00:00:00.013117,1.9489414351652095,1.6606211224626166,55,0.45885995216324,COMPLETE
1,2.4244519008736745e-06,2026-01-13 10:39:49.947424,2026-01-13 10:39:49.956324,0 days 00:00:00.008900,1.3816670382741951,1.3285486551288619,18,0.6200112128003312,COMPLETE
2,1.9136836646070503e-06,2026-01-13 10:39:49.957085,2026-01-13 10:39:49.970401,0 days 00:00:00.013316,1.5562186190524538,1.6713496711902023,51,0.7601880164927466,COMPLETE
3,0.6638140794859406,2026-01-13 10:39:49.971261,2026-01-13 10:39:49.984790,0 days 00:00:00.013529,1.6482205047300158,0.934764644253769,44,0.3074487966544851,COMPLETE
4,1.577203008532013e-05,2026-01-13 10:39:49.985763,2026-01-13 10:39:49.999773,0 days 00:00:00.014010,1.6333837597578755,0.6572130496120305,55,0.8684172593356918,COMPLETE
