number,value,datetime_start,datetime_complete,duration,params_max_iter,params_n_agents,state
0,3.119173145319087e-46,2026-01-13 10:39:43.157279,2026-01-13 10:39:43.198718,0 days 00:00:00.041439,89,31,COMPLETE
1,2.675075381688812e-36,2026-01-13 10:39:43.199333,2026-01-13 10:39:43.230891,0 days 00:00:00.031558,101,21,COMPLETE
2,6.898786355745927e-55,2026-01-13 10:39:43.231495,2026-01-13 10:39:43.282483,0 days 00:00:00.050988,125,28,COMPLETE
3,5.814310762140589e-98,2026-01-13 10:39:43.283172,2026-01-13 10:39:43.376854,0 days 00:00:00.093682,194,32,COMPLETE
4,5.216602979868181e-27,2026-01-13 10:39:43.377404,2026-01-13 10:39:43.395222,0 days 00:00:00.017818,41,29,COMPLETE
