number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,-177.22290286538646,2026-01-13 10:40:41.504736,2026-01-13 10:40:41.803943,0 days 00:00:00.299207,0.148463355613615,14,236,5,False,False,COMPLETE
1,-135.86707277161395,2026-01-13 10:40:41.805260,2026-01-13 10:40:41.875853,0 days 00:00:00.070593,0.14244880887145683,10,399,3,True,True,COMPLETE
2,-176.46369022983617,2026-01-13 10:40:41.876722,2026-01-13 10:40:42.082929,0 days 00:00:00.206207,0.12441300490144946,15,322,6,True,True,COMPLETE
3,-177.6378492321652,2026-01-13 10:40:42.084461,2026-01-13 10:40:42.381788,0 days 00:00:00.297327,0.05638281168545239,16,266,5,True,True,COMPLETE
4,-177.40336469444162,2026-01-13 10:40:42.383000,2026-01-13 10:40:42.500301,0 days 00:00:00.117301,0.06995764295365192,10,205,5,False,True,COMPLETE
5,-176.29977347720785,2026-01-13 10:40:42.501726,2026-01-13 10:40:42.771400,0 days 00:00:00.269674,0.19889601512540672,18,210,4,False,True,COMPLETE
6,-135.86707277161395,2026-01-13 10:40:42.773219,2026-01-13 10:40:42.815064,0 days 00:00:00.041845,0.17294872317139726,10,359,2,True,False,COMPLETE
7,-177.0425791624316,2026-01-13 10:40:42.816609,2026-01-13 10:40:42.965277,0 days 00:00:00.148668,0.24693827059125595,15,304,4,True,False,COMPLETE
