number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,-398.11163814403335,2026-01-13 10:40:32.022988,2026-01-13 10:40:32.152474,0 days 00:00:00.129486,0.1959012302030133,24,366,2,True,True,COMPLETE
1,-398.11527639996166,2026-01-13 10:40:32.153982,2026-01-13 10:40:32.470585,0 days 00:00:00.316603,0.06654563826096037,14,237,6,True,False,COMPLETE
2,-398.1152853422418,2026-01-13 10:40:32.471937,2026-01-13 10:40:32.617810,0 days 00:00:00.145873,0.23045102256268762,20,338,3,True,False,COMPLETE
3,-398.1125766958603,2026-01-13 10:40:32.619200,2026-01-13 10:40:32.733254,0 days 00:00:00.114054,0.06681737360189184,10,212,5,False,True,COMPLETE
4,-397.9499355000662,2026-01-13 10:40:32.734526,2026-01-13 10:40:32.904046,0 days 00:00:00.169520,0.09256898999161395,13,397,6,False,False,COMPLETE
5,-398.0410437716712,2026-01-13 10:40:32.905784,2026-01-13 10:40:32.980641,0 days 00:00:00.074857,0.17158982010424373,8,376,3,False,False,COMPLETE
6,-398.1039637275926,2026-01-13 10:40:32.981637,2026-01-13 10:40:33.049101,0 days 00:00:00.067464,0.16711313353580748,12,276,2,True,True,COMPLETE
