number,value,datetime_start,datetime_complete,duration,params_grad_refinement_pct,params_init_pack_size,params_max_iterations,params_n_packs,params_surrogate_enabled,params_use_gradient,state
0,0.025491315413431748,2026-01-13 10:40:08.487407,2026-01-13 10:40:08.589317,0 days 00:00:00.101910,0.17134148106154928,22,229,3,False,True,COMPLETE
1,0.38588553311643803,2026-01-13 10:40:08.590152,2026-01-13 10:40:08.621902,0 days 00:00:00.031750,0.12932577366714243,16,217,2,True,False,COMPLETE
2,0.05571285066363019,2026-01-13 10:40:08.622584,2026-01-13 10:40:08.827517,0 days 00:00:00.204933,0.16389429344855366,22,321,6,True,False,COMPLETE
3,0.07926866744170713,2026-01-13 10:40:08.828128,2026-01-13 10:40:08.862440,0 days 00:00:00.034312,0.17284180647063224,13,369,2,False,False,COMPLETE
4,0.04769619897653321,2026-01-13 10:40:08.863044,2026-01-13 10:40:08.971856,0 days 00:00:00.108812,0.05988453018551154,15,253,5,False,False,COMPLETE
